Customer ID,Customer Name,Article Count,Tax,Total Amount,Contract ID,Contract Mode,Product Type,Customer Type,Customer Sub Type,Region,Start Date,End Date
6000002123,947-RTA IBRAHIMPATNAM,13147,47244.00,309693.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000025161,ICICI Bank Ltd,12437,100558.09,659222.09,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1350203722,UTI INFRASTRUCTURE TECHNOLOGY AND SERVICES LIMITED,10138,34671.99,227293.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000747,RTO KANDI,10061,75823.94,497030.94,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001197,RTA WARANGAL URBAN,8570,41484.00,271906.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000030604,1824-Zentech Innovations pvt ltd,8496,73624.00,482656.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000042430,SAI SPOORTHI MAILING SERVICES,8434,69918.24,458365.24,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053459,UCO Bank,8402,71249.03,467086.03,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100008888,Vutkuri Srinivas,8231,59008.00,380966.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000061310,"Shriram Finance Limited, Ashok nagar",8058,71302.06,467412.06,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000015816,2168-DCB BANK LTD,7619,71574.14,469200.14,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100007926,KASALA ARUN,5759,38648.00,250272.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000013594,"2296-CEO TELANGANA, EPIC NOTICES",5740,36227.96,237491.96,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000067163,2336-TELANGANA CONTRACTORS CULTURAL CLUB,5649,21008.04,137719.04,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000010275,MANUU D D E,5643,212378.10,1392245.10,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002162,RTA SOMAJIGUDA,4853,16633.98,109041.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000053259,2199-Monksays Superfoods private Limited,4796,53073.95,347908.95,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000004278,951K-RTA Kukatpally,4761,17194.00,112721.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000014900,CANARA BANK NAF,4549,46871.07,307276.07,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001196,RTA Warangal Rural,4396,23798.00,156042.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002147,DR BRAOU,4180,32808.00,215027.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002161,1110-TS INFORMATION COMMISSION,4157,29420.04,192856.04,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002088,CONTROLLER OF EXAMINATIONS,4043,36257.11,237685.11,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002131,950-RTA THOLICHOWKI,3898,13331.99,87393.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001854,District  Transport Office Mahabubn,3849,25058.01,164297.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000016011,Dr B R Ambedkar Open University,3794,95580.24,626559.24,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000069877,The Hindu Young World,3740,5255.99,34455.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000058092,IKON ENTERPRISES,3718,27058.01,177388.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000041305,KL Hitech Secure Print Ltd,3636,66796.08,437866.08,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000255,RTA MAHABUBABAD,3359,28415.97,186288.97,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002564,INDIA GOVT MINT SPMCIL,3347,111906.05,733584.05,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000054336,BHARATHA RUSHIPEETHAM,3310,5603.98,36739.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002127,951-RTA THIRUMALAGHEERY,3005,10370.00,67979.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002672,1744-AG Office,2998,22071.98,144685.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002149,SBTET,2939,59740.02,390431.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000018018,2352-Telangana Medical Council,2887,16264.00,106607.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053861,ZAARA DESIGNER JEWLLERY,2870,23377.97,153242.97,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001179,BENJAMIN,2708,19864.02,130172.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002132,952-RTA NAGOLE,2694,9238.00,60536.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1407871285,SHRIRAM FINANCE SECUNDERABAD ZONAL,2624,19535.96,128055.96,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001182,ROAD TRANSPORT AUTHORITY,2619,17276.00,113237.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000061299,Shriram Finance HMT HO,2575,25509.91,167216.91,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100000213,G Kavitha,2462,22792.00,123166.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000684,RTA MEDAK,2461,19898.07,130441.07,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1470348718,BAIROJU MANICHANDANA,2442,16788.00,102558.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012892,SHRIRAM LIFE INSURANCE CO LT,2315,26396.02,173056.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000046552,Reader's Digest,2270,3025.01,19829.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000067796,Avon solutions logistics,2193,22702.01,148810.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100005267,T SANTHOSH KUMAR,2174,16800.00,110073.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000744,ROAD TRANSPORT AUTHORITY,2171,18355.99,120336.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000001675,BM LIC WARANGAL II,2170,11919.99,78137.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000057972,PUNNA RAJINI CO ANSHU COLLECTIONS,2117,13948.00,91448.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000002955,1636-SBI SME SEC BAD,2050,8285.99,54320.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000058160,SAKURA ORGANICS,2027,39052.06,255997.06,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000691,ROAD TRANSPORT AUTHORITY,1991,11505.99,75430.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1571003272,FOURTH PARTNER ENERGY PRIVATE LIMITED,1932,64551.96,423196.96,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053840,ERUVAAKA,1927,4088.00,26802.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000046514,M/s India Today (English),1885,6359.01,41686.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000012481,"1807-SBI, LHO",1820,11776.00,77248.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000049042,Dhyana Jagat,1787,3425.99,22459.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053753,THE WEEK,1746,2210.00,14482.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002158,RTA MALAKPET,1725,5900.01,38675.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053953,PJ SHAPU EXPORTS,1708,154118.12,1023268.12,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100007760,G Rajesh,1702,15116.00,98802.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000742,ROAD TRANSPORT AUTHORITY,1692,14307.54,93803.54,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100000326,MAHAMMAD KHAJA MOINUDDIN,1668,14388.00,96026.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002211282,SAMA NAGALATHA,1623,19231.99,126056.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001659,1584-CUSTOMS COMMISSIONERATE,1621,8730.01,57205.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000016092,Thg Publishing Private Limited,1588,21896.02,143546.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002174,REGIONAL PROVIDENT FUND,1542,9732.00,63801.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002141,862-DIRECTOR OF EVALUATION JNTU,1539,11912.00,78096.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100000035,THE ADVOCATE MUTUALLY AIDED CO OP SOCIETY SEC SECBAD,1535,12672.00,81504.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100007035,R.Sudhakar,1506,10056.00,62158.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000046663,Champak (English),1441,2181.00,14295.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012688,1647-MITHRA AGENCIES,1414,5940.00,38938.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000007977,RTO ASIFABAD,1409,11910.00,78077.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002157,953-RTA BAHADHURPURA,1372,4690.00,30758.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002769,RTO OFFICE KHAMMAM,1370,12992.01,85176.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001258,RTA MANCHERIAL,1342,9704.00,63622.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002880,RTO OFFICE KOTHAGUDEM,1325,9836.03,64495.03,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001195,MVI,1313,9542.00,62573.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000043701,Kotak Mahindra Prime Limit,1292,6726.00,44054.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001178,RTA SUYAPET,1286,9374.01,61444.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002275299,M SRINIVAS REDDY,1284,11169.99,73232.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000063140,THE HINDU ENGLISH WEEKLY,1273,1804.00,11830.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002182,670-DIRECTOR GENERAL OF POLICE,1259,9406.00,61663.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000056604,MS RAJU HERBALS,1245,14139.98,92669.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000015090,LIC Narsampet,1226,9989.98,65475.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000044371,LIC BO Hanamkonda Branch,1221,5960.00,39083.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000054161,Frontline,1213,2501.99,16395.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000686,RTA SIDDIPET,1193,9330.00,61173.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1120010102,MEDAK DISTRICT ADVOCATES MUTUALLY AIDED CO OP SOCIETY,1191,11100.00,0.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100008882,PAMULA KISHOR,1170,7906.00,14208.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000042731,2066-FLP TRADING PVT LTD,1166,39608.01,259643.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000059223,BOMMAKANTI SHIRISHA CO ANSHU JEWEL,1161,7812.00,51212.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002150,DIRECTOR AP FORENSIC SCIENCE,1145,8304.00,54405.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002179,RTA ATTAPUR,1139,3962.00,25978.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1506127731,VYSYA PROFESSIONALS ASSOCIATION,1086,6839.98,44830.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001674,354A- INCOME TAX,1060,8270.02,54206.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000011996,967-ICICI BANK LTD,1058,8874.00,58180.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002143,ICFAI FOUNDATION FOR HIGHER E,1048,15362.00,100696.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001605,1076- O/o INCOME TAX,1036,5870.00,38473.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002327800,2349-Pra-Jewels,1027,5874.00,38494.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000016758,932-932-ICICILOMBARD,1016,8610.00,56441.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000001673,LIC peddapalli,1009,8531.99,55926.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000003070,RTA ADILABAD,1005,6379.98,41854.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100006471,T Srinivasu Rao,979,6164.00,37976.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001194,MVI,970,4512.00,29578.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000016823,2273-M/S TELANGANA REAL ESTATE REGULATORY AUTHORITY,951,4924.01,32287.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000051543,2044-NEW MAX TELESHOPPING,948,15015.99,98415.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000039300,HYDERABAD EYE INSTITUTE,941,7158.01,46913.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000043013,2078-FASHION HOUSE BY POONAM,930,15277.99,100157.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4000040093,1210-SBI RACP 1,924,4210.01,27600.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053503,2249-Heritage Health Insurance TPA pvt ltd,924,5612.00,36758.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002133,481-DIRECTOR FOR GOVT EXAMINATION SSC,922,19680.00,128577.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001259,RTA BHUPALPALLY,888,7512.00,49248.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000054162,Sportstar,880,1858.00,12178.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000014343,1957-M/S INDUSIND BANK LTD,876,5482.00,35931.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000066838,Sahrudaya Health Care  Private Limited,861,6850.00,44914.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000057594,SRI GANESHA ENTERPRISES,856,15424.00,101114.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000060603,Carry Wrap,811,5926.00,38856.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000012159,PNB (e-OBC),785,38440.02,252001.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053492,P F FASHION JEWELLERY,781,6485.99,42520.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000065731,HARE KRISHNA MOVEMENT HYDERABAD,780,5905.99,38715.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002688,NFC,777,6006.00,39362.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002242051,SAI ROSHNI CAPITAL PRIVATE LIMITED,773,5678.00,37225.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100007210,CHILKA SAIKUMAR REDDY,766,6210.00,17286.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000050404,RTO NARAYANPET,759,7103.99,46571.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1287442693,Bathina Srihari,752,5564.00,36472.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1146490887,anusha pandalaneni,746,7121.98,46696.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000055757,HERBX ENTERPRISES,742,8780.01,57550.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000056235,ANDHRA LEGAL DECISIONS CRIMINAL,727,2377.99,15585.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000012213,1825-Director of Govt Exams (Outward Mail),718,4904.00,32145.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000045578,Dataflow Services I Pvt Lt,706,7258.00,47592.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001670,ECIL,678,18274.02,119775.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000327,DISTRICT TRANSPORT OFFICER,663,5029.99,32970.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000743,MOTOR VEHICLE INSPECTOR,658,5354.01,35104.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000046503,Caravan (English),645,1568.00,10281.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1933151701,THE ICFAI SOCIETY IUP PUBLICATIONS,641,9989.99,65484.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000060471,2303-M/s Council for the indian School Certificate Examination,630,6080.00,39861.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001190,SRINIVAS REDDY,620,4358.00,28570.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000002956,1537-state bank of india,612,3844.00,25197.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1290900785,FASTEX LOGISTICS PRIVATE LIMITED,611,5786.00,37913.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001198,Controller Of Examinations KU,605,5964.01,39107.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000003071,RTA NIRMAL,603,4302.00,28191.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000001110,LIC OF INDIA,599,4402.00,28859.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000000979,Kaloji Health university,599,5040.01,33042.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012044,ICICI Bank LTD,595,4922.00,32243.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000070438,FAMILY HEALTH PLAN INSURANCE TPA LIMITED,594,5018.01,32911.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000000697,RTA Kamareddy,593,5014.01,32857.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1443029682,Abdul Qader  Bhudani,588,14301.99,93762.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001665,129-N R S C,585,4110.00,26937.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000050460,ANDHRA LEGAL DECISIONS,578,1938.00,12701.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000048210,ACE Engineering Publications,567,40509.95,265554.95,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002120,CHIEF ENGINEER R D,563,5562.01,36463.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002784,854-EPFO,562,2736.00,17929.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000004008,C and DSE,555,5043.99,33065.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1184992799,Divis Laboratories Limited,548,4615.99,30259.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000052969,DR ENTERPRISES,541,13771.99,90287.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1829060733,vaigha  weaves,540,9189.99,60244.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001193,MVI,524,4023.99,26383.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000042562,SBI FIMM RACC,522,4503.98,29534.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000056157,DR ENTERPRISES,517,12361.98,81026.98,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002786,MANNU,515,5235.99,34318.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000061311,Shriram Finance HMT R,514,3622.00,23736.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000015642,Joint Director RNTCP,510,33584.02,220173.02,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000053854,YOU AND & I Sudesh. S. Sudesh. S. S,504,1010.00,6618.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000054485,KESAN NOVUS,496,4038.00,26463.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002069569,2311-K GOUTAMI- SRI VINAYAKA COLLECTIONS,484,5214.00,34164.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012244,1649-HDFC BANK,484,2618.00,17190.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000015283,2121-TELANGANA STATE DENTAL COUNCIL,480,2632.00,17240.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000047161,Outlook Money,479,715.00,4685.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000014387,ORDNANCE FACTORY MEDAK (AVNL),475,4586.01,30045.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1679157567,GAYATHRI BULK MAIL SOLUTIONS,472,5021.99,32916.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000002982,1566-SBI  GACHIBOWLI,472,6784.00,44453.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000005974,1779-Asst.comm. Of GST Jeedimetla DIV,463,1652.00,10825.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000035305,HYDERABAD RACE CLUB,457,1804.00,11831.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1100000787,SUNITHA,455,4042.00,26634.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002156,DIRECTOR OF MEDICAL EDUCATIO,455,3754.00,24593.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1199351395,LRJ INSURANCE SERVICES,452,3003.99,19691.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000004444,"1767-Asst.comm CT(K), GST Kukatpally Division",448,1686.00,11053.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000065886,Dreamy Designs,448,2724.00,17864.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000043203,Karimnagar Branch I LIC,445,3713.99,24348.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002785,325-NIRD,438,4033.99,26455.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4002089778,Gantasala Ravali,435,5312.00,34817.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000028210,AU Small Finance Bank Ltd.,431,4462.00,29252.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001654,COMMISSIONER OF CENTRAL EXCISE,429,2862.01,18769.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1932992970,SBI LHO Amaravathi,428,3786.00,24825.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000049519,Girdhari,425,744.00,4878.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000058170,2316-PUNARJEEVANI INDIA PVT LTD COD,418,3382.00,22152.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
4000040106,Venture Capital and Corporate Investments Pvt Ltd.,414,3782.00,24793.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000001310,RTA Jangaon,411,3478.00,22795.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000055107,ALIF THE BOOK STORE,408,4444.00,29129.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000010956,2050-Commissioner of Income tax(IT&TP),407,4943.99,32417.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000013450,BHEL-HPEP,407,3836.00,25164.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
6000002881,RTO Bhadrachalam,406,2990.00,19608.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012699,HOMEOCARE INTERNATIONAL PVT,403,4252.00,27891.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000011436,2108-PRCIT (REFAC),400,1594.00,10468.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
5000002984,460-LIC CITY BRACH-III,395,1558.00,10212.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000001692,1654-PR CIT 2,393,2156.00,14146.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
3000012667,AXIS BANK BEGUMPET,391,1827.99,11988.99,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1719632319,ALOK RAJ  SAKSENA,386,1976.00,12537.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1000054029,SHIPROCKET LIMITED,381,7810.01,51371.01,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000002959,354K-354K-incometax,379,1492.00,9764.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
1679707588,Directorate of  Treasuries and Accounts,377,2360.00,15435.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
2000008481,1816-Directorate of Enforcement,365,3344.00,21945.00,-,-,All,All,All,All Offices,2026-01-01,2026-01-31
